product_id,product_name,category,subcategory,launch_date,discontinued_date,unit_cost,unit_price,supplier_id,manufacturing_location_id
P00319,Mr,Rather,Speak,2019-09-16,2024-12-26,342.21,604.97,S0319,M319
P00320,Economic,Door,Strategy,2017-09-20,2024-12-03,192.05,547.07,S0320,M320
P00321,Speak,Group,New,2016-08-11,2024-10-08,161.11,700.88,S0321,M321
P00322,Campaign,Himself,Spend,2019-02-22,2024-11-21,481.28,701.53,S0322,M322
P00323,Material,Commercial,Upon,2023-03-21,2025-09-05,186.13,811.8,S0323,M323
P00324,Find,Benefit,Do,2015-10-10,2027-05-10,471.33,992.44,S0324,M324
P00325,Itself,Together,Federal,2020-02-03,2025-09-29,335.69,629.95,S0325,M325
P00326,Himself,Herself,Member,2023-07-13,2028-11-25,24.82,694.33,S0326,M326
P00327,Face,Possible,Site,2018-10-21,2027-05-25,368.93,797.01,S0327,M327
P00328,Report,Relate,Manager,2023-09-16,2026-11-19,404.28,701.02,S0328,M328
P00329,Soon,What,Hospital,2018-08-21,2029-01-19,96.01,993.05,S0329,M329
P00330,Gas,Test,Mother,2018-10-29,2025-09-10,464.65,669.09,S0330,M330
P00331,Simple,Physical,Resource,2022-07-29,2026-04-06,460.94,866.64,S0331,M331
P00332,Total,Certain,Alone,2016-09-11,2024-04-10,119.05,507.15,S0332,M332
P00333,Conference,Collection,Daughter,2015-04-21,2026-11-21,61.67,786.89,S0333,M333
P00334,About,Probably,Drug,2017-08-07,2028-04-28,301.48,581.55,S0334,M334
P00335,Himself,Hard,To,2018-07-14,2025-06-12,156.95,540.54,S0335,M335
P00336,Thousand,Watch,Message,2019-12-28,2025-06-05,231.38,958.85,S0336,M336
P00337,Growth,Despite,Hand,2016-08-10,2025-07-15,233.07,631.89,S0337,M337
P00338,Network,Son,Form,2017-06-04,2025-04-15,199.87,633.17,S0338,M338
P00339,Lot,Newspaper,Usually,2020-04-15,2024-10-10,339.22,524.84,S0339,M339
P00340,Should,Quite,Artist,2023-05-31,2027-11-13,87.7,609.91,S0340,M340
P00341,Risk,Ever,Yet,2023-01-08,2027-03-17,427.71,585.21,S0341,M341
P00342,School,Visit,The,2017-06-15,2024-08-05,490.3,882.03,S0342,M342
P00343,Space,Gas,Although,2015-06-10,2025-10-22,179.33,750.92,S0343,M343
P00344,Finish,Road,Source,2015-09-27,2028-12-09,493.68,971.17,S0344,M344
P00345,Computer,Bring,Garden,2021-07-29,2028-11-23,456.29,572.51,S0345,M345
P00346,Section,Garden,Decide,2014-06-08,2028-04-17,146.24,664.4,S0346,M346
P00347,Off,Pay,Season,2018-12-18,2025-07-04,58.32,666.64,S0347,M347
P00348,Democratic,Rather,Impact,2022-04-03,2026-11-23,390.54,706.87,S0348,M348
P00349,Whether,Anyone,How,2021-04-07,2027-07-30,392.07,532.5,S0349,M349
P00350,Kind,Stay,While,2018-06-09,2026-02-09,185.01,570.82,S0350,M350
P00351,Behavior,Standard,Hundred,2021-09-01,2026-08-10,409.86,924.49,S0351,M351
P00352,Suddenly,Where,Space,2019-03-07,2025-05-17,424.4,562.6,S0352,M352
P00353,Site,Game,Room,2020-01-17,2024-03-10,310.76,893.41,S0353,M353
P00354,Story,Fine,Growth,2020-09-11,2025-01-12,303.19,954.18,S0354,M354
P00355,Company,Give,Wind,2019-08-22,2026-08-17,188.59,833.15,S0355,M355
P00356,Eye,Decade,After,2019-10-23,2024-03-07,172.34,717.26,S0356,M356
P00357,Fly,Recently,Officer,2015-04-20,2026-10-18,128.77,723.85,S0357,M357
P00358,Front,Peace,Establish,2023-02-12,2027-05-08,343.05,572.75,S0358,M358
P00359,Member,Be,Security,2023-03-13,2025-11-30,104.57,572.36,S0359,M359
P00360,Find,International,Control,2017-04-11,2025-06-04,352.15,659.38,S0360,M360
P00361,Ahead,Man,End,2021-02-17,2025-04-04,164.68,797.95,S0361,M361
P00362,Of,To,Chance,2021-02-20,2025-11-19,264.1,704.63,S0362,M362
P00363,Society,Phone,Often,2014-06-20,2028-09-02,259.17,793.74,S0363,M363
P00364,Moment,Father,Operation,2021-06-16,2025-01-09,24.3,905.4,S0364,M364
P00365,House,Despite,Act,2023-10-09,2028-11-20,89.08,948.93,S0365,M365
P00366,Shake,Instead,Community,2016-02-02,2025-07-27,308.38,905.72,S0366,M366
P00367,Contain,Pass,Happy,2015-07-23,2028-10-05,164.92,712.1,S0367,M367
P00368,Nature,Security,Receive,2017-07-27,2027-04-25,428.95,665.94,S0368,M368
P00369,Today,Election,College,2021-05-28,2026-01-03,472.36,798.56,S0369,M369
P00370,Mother,Tough,Glass,2022-02-23,2028-04-07,462.78,594.02,S0370,M370
P00371,Mouth,Popular,Type,2022-07-04,2026-04-18,174.98,998.24,S0371,M371
P00372,Born,Over,With,2015-09-08,2027-06-12,328.34,594.4,S0372,M372
P00373,Factor,Report,Dark,2015-06-26,2024-12-11,147.09,918.38,S0373,M373
P00374,Admit,Every,Rate,2020-02-21,2027-04-07,463.78,801.25,S0374,M374
P00375,Instead,Offer,Show,2015-02-22,2025-03-06,395.16,641.59,S0375,M375
P00376,Language,Miss,Table,2018-07-24,2025-12-03,354.19,847.82,S0376,M376
P00377,Everyone,Money,Certainly,2021-12-20,2028-04-21,387.88,971.02,S0377,M377
P00378,Suggest,Significant,Without,2016-02-15,2025-11-16,128.43,958.4,S0378,M378
P00379,Happen,Both,Road,2019-10-20,2026-03-29,192.82,814.74,S0379,M379
P00380,Whose,Region,Like,2016-04-27,2028-05-09,26.0,855.58,S0380,M380
P00381,Television,Language,Someone,2021-07-06,2025-08-04,379.28,781.06,S0381,M381
P00382,Simply,Lay,Hear,2017-11-02,2024-12-27,280.14,711.51,S0382,M382
P00383,Just,Find,Send,2016-01-24,2025-10-13,266.32,951.14,S0383,M383
P00384,Only,Society,A,2020-03-04,2028-11-12,392.98,552.82,S0384,M384
P00385,Account,Provide,Career,2016-08-11,2027-05-11,11.66,718.05,S0385,M385
P00386,Book,Quickly,Myself,2018-11-24,2027-08-15,319.27,834.94,S0386,M386
P00387,Allow,But,Score,2014-05-08,2028-05-06,347.78,746.83,S0387,M387
P00388,Exist,Hand,Concern,2021-10-10,2027-06-04,245.63,758.62,S0388,M388
P00389,Last,Whose,West,2017-02-09,2025-08-10,355.56,986.45,S0389,M389
P00390,Challenge,Wide,Detail,2021-06-02,2027-10-05,348.2,697.06,S0390,M390
P00391,Short,None,Until,2018-06-01,2026-04-27,174.65,942.7,S0391,M391
P00392,Subject,Candidate,Drive,2022-04-06,2027-07-11,400.79,882.29,S0392,M392
P00393,Movie,Health,Western,2021-10-23,2028-03-26,498.03,753.8,S0393,M393
P00394,Feel,Deep,Health,2021-09-14,2025-01-27,147.58,588.68,S0394,M394
P00395,Crime,Question,Window,2015-02-17,2026-02-22,462.88,570.41,S0395,M395
P00396,Partner,Friend,Despite,2015-10-16,2028-11-05,228.02,582.1,S0396,M396
P00397,Arm,Medical,Threat,2023-08-01,2027-10-26,271.34,932.01,S0397,M397
P00398,Focus,Maintain,Personal,2014-08-31,2024-06-29,124.97,994.44,S0398,M398
P00399,Arrive,Own,Fine,2020-08-25,2027-08-06,302.27,620.34,S0399,M399
P00400,Seven,Avoid,Test,2022-07-06,2025-02-14,423.51,616.45,S0400,M400
P00401,Season,Spend,Church,2017-11-15,2026-05-13,182.73,816.95,S0401,M401
P00402,Policy,Little,Next,2020-09-26,2025-09-05,408.65,577.12,S0402,M402
P00403,Me,Under,From,2020-08-17,2027-09-01,392.47,613.19,S0403,M403
P00404,Investment,Yard,Major,2016-11-11,2028-07-26,330.33,691.87,S0404,M404
P00405,Rest,Someone,Real,2021-07-25,2028-01-04,420.66,842.51,S0405,M405
P00406,News,Financial,Official,2019-01-28,2028-05-16,360.87,878.23,S0406,M406
P00407,Us,You,Side,2016-05-08,2024-08-20,72.64,929.73,S0407,M407
P00408,Deep,Himself,Either,2018-10-26,2024-01-31,110.85,586.44,S0408,M408
P00409,Ever,Value,Establish,2020-01-23,2029-01-10,457.26,688.2,S0409,M409
P00410,Choice,White,Large,2015-09-28,2027-04-16,189.88,950.92,S0410,M410
P00411,Against,Quite,Full,2023-04-09,2026-12-08,37.71,763.34,S0411,M411
P00412,Him,Various,Environment,2015-02-01,2028-01-06,269.82,518.93,S0412,M412
P00413,Event,Oil,Democratic,2023-06-26,2026-07-02,235.71,892.52,S0413,M413
P00414,Race,Class,Arrive,2020-09-18,2027-12-28,246.87,515.24,S0414,M414
P00415,Evening,Interest,Thus,2020-01-16,2025-04-11,22.05,803.91,S0415,M415
P00416,Artist,Speech,Concern,2014-05-22,2026-04-26,283.69,588.75,S0416,M416
P00417,National,Sense,Successful,2023-05-01,2027-01-30,300.07,940.89,S0417,M417
P00418,Agreement,Population,Always,2020-02-25,2027-11-06,104.64,643.82,S0418,M418
P00419,Different,Unit,Service,2016-10-05,2025-09-19,491.54,600.81,S0419,M419
P00420,Professor,Than,Employee,2023-10-13,2026-06-01,412.58,771.21,S0420,M420
P00421,Surface,Growth,Any,2016-08-15,2027-06-05,70.05,831.56,S0421,M421
P00422,Cover,Page,Science,2018-04-09,2024-11-09,197.42,839.97,S0422,M422
P00423,Sometimes,Fear,North,2016-06-28,2027-12-06,278.58,922.1,S0423,M423
P00424,So,Six,Direction,2014-06-15,2028-05-29,284.1,766.29,S0424,M424
P00425,Strategy,Walk,Company,2019-06-05,2027-01-08,255.95,789.96,S0425,M425
P00426,Personal,End,Cold,2015-04-21,2025-10-26,392.33,910.04,S0426,M426
P00427,Data,Not,Know,2014-03-11,2025-08-28,320.27,830.29,S0427,M427
P00428,Add,Against,Best,2015-10-15,2027-02-06,260.11,731.55,S0428,M428
P00429,Base,Political,Production,2019-09-13,2028-05-29,452.53,504.93,S0429,M429
P00430,Mrs,Interview,Chance,2020-04-29,2028-09-13,134.73,960.5,S0430,M430
P00431,Marriage,Leave,Deal,2023-07-04,2027-05-04,328.48,604.92,S0431,M431
P00432,Or,Statement,Beyond,2017-01-09,2027-11-29,165.61,858.86,S0432,M432
P00433,Clearly,Person,Sort,2019-12-11,2028-03-28,322.83,570.08,S0433,M433
P00434,Sense,Science,They,2020-09-29,2027-05-30,11.5,888.18,S0434,M434
P00435,Road,Already,Thank,2022-08-27,2027-08-19,233.87,926.32,S0435,M435
P00436,Decision,Note,Rather,2023-01-30,2027-07-09,412.91,713.76,S0436,M436
P00437,Series,Race,Term,2021-05-09,2028-01-09,283.25,619.93,S0437,M437
P00438,Nation,Majority,He,2018-07-25,2028-11-26,112.06,837.77,S0438,M438
P00439,Gas,Case,Accept,2016-07-27,2025-05-16,24.26,542.48,S0439,M439
P00440,Time,Case,Mother,2019-09-16,2026-07-04,319.46,801.13,S0440,M440
P00441,Them,Miss,Institution,2022-11-09,2024-09-16,262.38,747.2,S0441,M441
P00442,Beautiful,Force,Free,2017-01-02,2025-06-15,218.11,594.85,S0442,M442
P00443,Study,Recent,Thousand,2022-12-31,2028-11-03,358.53,708.54,S0443,M443
P00444,Power,Official,Key,2020-02-12,2027-10-17,430.36,506.91,S0444,M444
P00445,Green,Himself,Without,2014-03-22,2027-12-21,296.38,951.61,S0445,M445
P00446,War,Million,High,2014-10-16,2028-04-12,304.45,526.75,S0446,M446
P00447,Small,Along,Serve,2021-10-29,2025-03-23,50.78,724.09,S0447,M447
P00448,Teach,Ask,Performance,2018-01-25,2024-07-18,177.56,537.81,S0448,M448
P00449,Way,Already,Myself,2018-09-17,2027-09-08,298.17,616.19,S0449,M449
P00450,Two,Government,South,2020-06-25,2024-11-12,182.43,573.94,S0450,M450
P00451,Congress,Soon,Morning,2023-11-23,2025-03-17,312.11,933.76,S0451,M451
P00452,Read,Pick,Edge,2021-10-20,2026-01-29,345.11,856.91,S0452,M452
P00453,Section,Would,Model,2017-04-17,2025-02-08,478.5,723.72,S0453,M453
P00454,Security,Democrat,Never,2022-12-31,2026-02-15,242.44,872.77,S0454,M454
P00455,Threat,Third,Notice,2017-10-21,2027-06-11,243.62,547.53,S0455,M455
P00456,Kitchen,Raise,Affect,2021-03-17,2025-02-14,156.12,700.5,S0456,M456
P00457,Go,Occur,Everybody,2023-12-10,2027-03-21,121.85,949.16,S0457,M457
P00458,Simple,The,Better,2017-11-30,2028-10-05,352.97,582.96,S0458,M458
P00459,Wall,Seat,None,2019-11-24,2027-06-16,279.7,538.2,S0459,M459
P00460,Book,Music,Let,2017-02-20,2025-03-26,141.48,630.16,S0460,M460
P00461,Car,News,Civil,2015-09-15,2025-12-06,52.54,633.97,S0461,M461
P00462,Authority,Cost,Outside,2014-11-28,2028-10-23,12.39,638.96,S0462,M462
P00463,Learn,Order,Officer,2017-05-22,2025-04-21,171.58,525.49,S0463,M463
P00464,Represent,Clearly,Play,2022-02-04,2026-12-17,81.77,870.15,S0464,M464
P00465,Enough,Room,Often,2017-12-31,2028-07-14,242.46,963.37,S0465,M465
P00466,All,Take,Model,2016-11-23,2024-07-20,252.11,523.96,S0466,M466
P00467,Early,Treat,Car,2021-04-04,2024-04-26,305.06,571.23,S0467,M467
P00468,Worry,Prove,Thank,2022-03-02,2024-10-13,466.65,738.65,S0468,M468
P00469,Play,Investment,General,2019-06-26,2026-06-06,34.6,675.26,S0469,M469
P00470,Agreement,Out,Service,2016-12-11,2026-12-27,12.72,696.98,S0470,M470
P00471,Deep,Race,Short,2017-03-08,2024-02-22,107.28,583.62,S0471,M471
P00472,Beat,Home,Stage,2020-09-14,2025-08-07,217.01,717.33,S0472,M472
P00473,Ten,Along,Bed,2018-01-23,2025-10-12,23.42,677.69,S0473,M473
P00474,Summer,Speech,Society,2014-05-06,2026-08-30,33.77,541.15,S0474,M474
P00475,Yes,Everything,Either,2020-07-29,2025-07-18,211.55,997.94,S0475,M475
P00476,Professor,Else,Professor,2020-11-25,2024-02-09,433.47,751.99,S0476,M476
P00477,Development,Various,Word,2019-02-27,2027-01-03,82.48,616.82,S0477,M477
P00478,Present,Choose,Certain,2016-12-22,2025-03-11,228.36,520.28,S0478,M478
P00479,Reason,Official,Fine,2022-04-09,2024-05-15,294.14,557.42,S0479,M479
P00480,Mention,Relationship,Least,2014-03-21,2027-04-23,144.35,584.63,S0480,M480
P00481,Trouble,Those,Over,2022-10-20,2024-12-13,251.96,933.79,S0481,M481
P00482,Start,Team,Camera,2014-02-24,2024-12-17,292.4,839.61,S0482,M482
P00483,Health,Benefit,Management,2022-06-07,2027-06-12,471.55,873.7,S0483,M483
P00484,Forget,Card,Crime,2015-02-24,2028-09-18,385.37,882.94,S0484,M484
P00485,Under,Language,Data,2015-01-21,2027-08-03,223.51,501.66,S0485,M485
P00486,Model,Agreement,Clearly,2014-06-14,2024-05-03,253.43,520.44,S0486,M486
P00487,Office,Third,Either,2019-08-31,2025-09-04,67.83,848.33,S0487,M487
P00488,Drug,Century,Recently,2018-08-09,2026-01-04,142.78,945.12,S0488,M488
P00489,Author,Property,Author,2019-02-24,2026-06-19,223.72,834.19,S0489,M489
P00490,Effect,Hot,Theory,2016-06-06,2024-07-22,135.75,531.54,S0490,M490
P00491,Yard,Big,Model,2018-10-14,2026-10-16,196.11,708.99,S0491,M491
P00492,Eight,History,Memory,2018-03-14,2025-03-02,254.38,984.07,S0492,M492
P00493,Face,Site,Cultural,2018-11-21,2029-01-24,344.32,912.56,S0493,M493
P00494,Five,Step,Herself,2021-02-08,2028-04-04,180.51,565.9,S0494,M494
P00495,While,Much,Special,2015-04-11,2025-07-06,215.25,699.14,S0495,M495
P00496,Look,Play,Professor,2020-08-30,2026-04-18,481.03,886.16,S0496,M496
P00497,Institution,Ten,That,2020-09-02,2027-07-03,33.92,783.84,S0497,M497
P00498,Heavy,Picture,Recognize,2016-01-16,2026-09-05,32.19,669.41,S0498,M498
P00499,Where,Sure,Mother,2018-02-11,2027-03-19,361.18,564.02,S0499,M499
P00500,Ball,System,Environmental,2023-07-23,2026-02-20,170.3,818.06,S0500,M500
P00501,Political,Expect,Society,2015-05-09,2026-05-31,191.94,534.39,S0501,M501
P00502,Home,Watch,This,2016-12-12,2027-01-12,285.74,815.46,S0502,M502
P00503,Head,Necessary,Morning,2021-07-19,2025-10-12,205.97,570.98,S0503,M503
P00504,Bill,Offer,Hotel,2022-07-13,2027-07-15,188.79,713.23,S0504,M504
P00505,Case,Both,Back,2018-02-23,2028-03-08,405.2,979.32,S0505,M505
P00506,Pull,Buy,Board,2021-03-21,2025-12-25,436.13,821.05,S0506,M506
P00507,Teach,Toward,Instead,2020-05-11,2026-08-02,449.62,996.33,S0507,M507
P00508,Maybe,As,Nation,2021-05-09,2026-01-09,489.89,549.09,S0508,M508
P00509,If,Off,Live,2017-10-29,2028-04-27,257.69,565.85,S0509,M509
P00510,Stand,Experience,Recently,2016-03-10,2025-04-12,75.85,532.54,S0510,M510
P00511,Begin,Movie,Yard,2020-09-28,2025-05-09,329.26,876.4,S0511,M511
P00512,Could,Style,Adult,2018-10-08,2025-05-26,105.57,605.9,S0512,M512
P00513,Behavior,Right,Simply,2019-03-15,2025-04-02,393.57,950.15,S0513,M513
P00514,However,News,Wife,2017-07-04,2028-09-05,382.77,880.06,S0514,M514
P00515,Consumer,Increase,Return,2021-04-20,2028-01-13,265.82,611.94,S0515,M515
P00516,Character,Policy,Yourself,2022-11-16,2025-09-17,21.81,876.45,S0516,M516
P00517,From,Mr,Fine,2014-12-05,2026-03-03,268.11,626.67,S0517,M517
P00518,Often,Catch,Opportunity,2022-07-21,2028-06-04,481.32,641.15,S0518,M518
P00519,Personal,Recognize,Whole,2015-06-01,2028-10-25,339.04,883.58,S0519,M519
P00520,Piece,Face,Fact,2023-04-11,2026-06-23,59.59,952.78,S0520,M520
P00521,Send,Side,Else,2019-05-30,2027-06-02,155.6,954.66,S0521,M521
P00522,Action,Decision,Scene,2023-11-12,2027-01-27,333.27,544.75,S0522,M522
P00523,Blood,Sure,Evening,2022-04-24,2024-06-02,144.62,542.11,S0523,M523
P00524,Pretty,Oil,Major,2014-10-19,2024-06-10,418.29,613.82,S0524,M524
P00525,Recent,Day,Property,2020-07-17,2024-05-16,445.4,773.0,S0525,M525
P00526,Theory,Money,Through,2016-11-09,2026-07-14,261.7,706.15,S0526,M526
P00527,Cup,Rate,Finally,2019-11-07,2026-03-14,443.22,969.8,S0527,M527
P00528,He,Authority,Another,2021-04-22,2028-01-27,173.7,874.52,S0528,M528
P00529,Bring,Media,Tree,2021-03-14,2025-03-29,47.16,891.83,S0529,M529
P00530,Together,Way,Certainly,2021-09-29,2024-08-18,384.98,583.85,S0530,M530
P00531,Bring,Way,Garden,2021-07-15,2026-06-04,453.74,742.76,S0531,M531
P00532,Capital,Family,All,2018-04-05,2026-09-22,494.17,726.16,S0532,M532
P00533,A,Worry,Quickly,2018-03-25,2027-04-19,266.66,790.95,S0533,M533
P00534,Raise,South,Chance,2023-01-03,2024-05-04,396.53,853.49,S0534,M534
P00535,Area,Decide,Town,2023-01-18,2026-12-07,281.39,775.84,S0535,M535
P00536,Learn,Cause,Camera,2021-01-01,2027-05-01,278.53,930.89,S0536,M536
P00537,Her,Experience,Yes,2014-10-11,2027-02-15,372.01,931.93,S0537,M537
P00538,Way,Student,Actually,2018-12-06,2028-02-13,10.95,917.25,S0538,M538
P00539,Phone,Until,Unit,2021-01-07,2024-03-15,261.14,671.16,S0539,M539
P00540,Ready,Wife,Least,2022-02-07,2025-01-17,284.8,598.22,S0540,M540
P00541,Again,Local,So,2014-05-02,2026-06-26,89.72,903.22,S0541,M541
P00542,Military,Think,Particular,2023-11-02,2026-12-10,419.82,601.88,S0542,M542
P00543,Former,Argue,Improve,2018-06-15,2026-01-14,72.62,904.15,S0543,M543
P00544,Work,The,Money,2015-08-30,2024-04-02,69.81,556.57,S0544,M544
P00545,Me,Decide,Shoulder,2015-11-05,2026-10-07,41.27,855.34,S0545,M545
P00546,Brother,Fear,Vote,2021-05-03,2026-04-21,175.0,935.66,S0546,M546
P00547,Range,Step,Book,2016-05-01,2028-12-02,462.06,810.81,S0547,M547
P00548,They,Chair,Catch,2015-02-09,2027-03-27,412.81,755.05,S0548,M548
P00549,Husband,Significant,Knowledge,2018-03-18,2024-09-15,342.57,923.06,S0549,M549
P00550,Star,Early,High,2023-04-27,2025-10-10,291.07,957.37,S0550,M550
P00551,They,Senior,Another,2014-04-11,2026-07-06,39.13,645.03,S0551,M551
P00552,Political,Trade,Who,2020-10-11,2024-06-02,255.67,635.76,S0552,M552
P00553,Nearly,Scientist,Land,2020-01-20,2026-11-30,499.12,506.05,S0553,M553
P00554,Amount,Us,Man,2019-10-07,2025-11-29,237.68,978.98,S0554,M554
P00555,Like,Away,Effort,2020-11-04,2026-09-19,234.88,892.18,S0555,M555
P00556,Notice,Sport,Security,2014-05-20,2027-07-02,460.33,775.35,S0556,M556
P00557,Day,Important,Book,2019-01-14,2028-12-08,447.61,924.06,S0557,M557
P00558,Black,Certain,Down,2015-04-23,2028-09-22,398.23,742.33,S0558,M558
P00559,Enough,More,Treatment,2016-08-27,2027-04-11,172.06,889.89,S0559,M559
P00560,Talk,Phone,Do,2022-11-01,2028-04-13,419.76,657.07,S0560,M560
P00561,Responsibility,Data,Relate,2021-07-01,2027-10-27,242.96,700.82,S0561,M561
P00562,Investment,Me,Notice,2016-04-14,2024-11-15,148.91,757.51,S0562,M562
P00563,Land,Take,By,2022-01-17,2028-08-06,171.27,637.45,S0563,M563
P00564,The,Like,Rule,2020-03-03,2027-07-22,62.04,549.55,S0564,M564
P00565,Be,Happy,Air,2017-09-08,2025-09-23,97.55,719.17,S0565,M565
P00566,Fast,Piece,Event,2021-01-28,2025-08-20,325.1,989.23,S0566,M566
P00567,Network,Boy,Record,2022-05-31,2024-02-03,159.93,771.4,S0567,M567
P00568,Heart,Data,Morning,2020-04-17,2027-08-24,461.81,756.22,S0568,M568
P00569,Authority,Collection,Imagine,2019-09-22,2028-04-29,364.86,825.29,S0569,M569
P00570,Method,Worry,For,2021-02-08,2028-01-22,363.46,943.0,S0570,M570
P00571,Well,Ago,Enter,2024-01-21,2027-02-27,422.6,868.57,S0571,M571
P00572,Personal,Develop,Above,2023-04-22,2025-12-14,428.38,910.19,S0572,M572
P00573,Protect,Instead,Something,2017-01-10,2029-01-09,206.15,587.69,S0573,M573
P00574,Summer,Continue,Dark,2022-03-03,2028-08-05,374.29,787.7,S0574,M574
P00575,Heavy,View,Toward,2021-05-09,2028-10-03,357.45,554.67,S0575,M575
P00576,Two,Share,Then,2019-11-18,2024-03-15,495.34,524.42,S0576,M576
P00577,Energy,Phone,Style,2023-06-08,2028-01-20,344.79,824.22,S0577,M577
P00578,Sense,Detail,Responsibility,2017-04-28,2027-06-11,189.66,589.51,S0578,M578
P00579,Wear,List,Sometimes,2017-11-28,2025-10-18,438.52,640.67,S0579,M579
P00580,Interesting,Deep,By,2023-08-22,2028-12-06,393.35,960.67,S0580,M580
P00581,Choose,Collection,Including,2015-10-18,2028-04-07,242.88,650.49,S0581,M581
P00582,Data,Easy,Step,2017-02-18,2027-03-12,470.49,640.04,S0582,M582
P00583,Back,Throw,Even,2019-03-07,2028-05-11,249.89,510.79,S0583,M583
P00584,Set,Unit,Art,2017-03-13,2027-10-31,252.13,687.77,S0584,M584
P00585,Him,Best,Marriage,2021-08-29,2025-07-29,265.16,759.32,S0585,M585
P00586,Always,Affect,Very,2014-08-12,2028-02-20,89.74,511.27,S0586,M586
P00587,Visit,All,Network,2023-08-10,2026-11-15,332.03,653.96,S0587,M587
P00588,Seek,Somebody,Any,2014-10-09,2024-02-08,261.21,624.52,S0588,M588
P00589,Himself,How,Car,2023-07-04,2026-04-10,213.42,556.11,S0589,M589
P00590,Just,Watch,Give,2019-07-05,2028-09-10,158.58,682.47,S0590,M590
P00591,Staff,Evening,Beautiful,2020-09-01,2026-08-06,381.75,502.71,S0591,M591
P00592,Case,Pattern,Government,2021-08-25,2026-07-16,151.3,883.63,S0592,M592
P00593,Mother,Interview,Participant,2018-07-23,2027-01-28,211.7,754.28,S0593,M593
P00594,Fill,Computer,Consumer,2019-01-20,2024-07-25,256.7,772.33,S0594,M594
P00595,Degree,Deal,Weight,2022-06-04,2029-01-06,358.1,991.77,S0595,M595
P00596,Send,Must,Continue,2018-01-11,2024-03-13,326.27,748.89,S0596,M596
P00597,Perhaps,Feeling,Effort,2022-01-03,2024-11-20,382.74,533.31,S0597,M597
P00598,Coach,Evidence,Book,2022-03-08,2028-08-29,161.69,685.02,S0598,M598
P00599,Then,Culture,Condition,2015-04-24,2028-05-24,431.02,765.55,S0599,M599
P00600,Hope,These,Affect,2014-01-29,2027-09-18,24.98,501.69,S0600,M600
P00601,Arrive,However,General,2016-06-19,2026-01-15,89.58,647.03,S0601,M601
P00602,My,Whom,More,2019-01-31,2027-12-15,442.98,744.81,S0602,M602
P00603,Skin,Political,Town,2021-09-29,2027-04-21,436.83,825.08,S0603,M603
P00604,Church,Consumer,Training,2020-07-16,2024-02-05,26.22,907.13,S0604,M604
P00605,Health,Style,Particularly,2019-06-06,2024-04-08,141.94,520.35,S0605,M605
P00606,Certain,Painting,Daughter,2015-08-02,2025-11-14,242.08,606.42,S0606,M606
P00607,Morning,Without,Fund,2020-09-24,2024-02-14,167.93,605.9,S0607,M607
P00608,Outside,Discussion,Part,2023-04-27,2024-09-25,61.55,684.94,S0608,M608
P00609,Second,Star,Bill,2020-07-13,2025-05-08,319.3,820.64,S0609,M609
P00610,Medical,It,Shoulder,2017-08-19,2028-08-13,379.31,781.19,S0610,M610
P00611,Business,End,Source,2019-01-29,2026-01-05,345.86,950.27,S0611,M611
P00612,Movement,Later,Try,2024-01-19,2026-01-16,94.06,731.76,S0612,M612
